and	그리고
completion	완성
conclusion	결론
bound	바운드
diamond	다이아몬드
empty	비어
eliminated	탈락
doubles	복식
branches	나뭇가지
brick	벽돌
brick	브릭
experiences	경험
experiences	체험
liberty	리버티
repeatedly	반복적으로
hebrew	히브리어
hebrew	히브리
decline	거절
decline	거부
decline	쇠퇴
widespread	광범위한
alpha	알파
identical	동일한
identical	동일
identical	동일함
submitted	제출
enterprise	엔터프라이즈
enterprise	기업
touch	터치
transmission	변속기
transmission	전송
platforms	플랫폼
cave	케이브
cave	동굴
inch	인치
bulgarian	불가리아어
bulgarian	불가리아
bulgarian	불가리아인
debuted	데뷔
liga	리가
manhattan	맨해튼
destruction	파괴
weapon	무기
clay	클레이
dangerous	위험한
dangerous	위험하다
dangerous	위험
viewed	조회
biology	생물학
compare	비교하기
compare	비교
treaties	조약
affiliated	제휴
sock	양말
assault	폭행
assault	공격
monthly	월간
monthly	매달
monthly	매월
cousin	사촌
cousin	사촌동생
hispanic	히스패닉
logic	논리학
logic	논리
pioneer	파이어니어
pioneer	파이오니아
muslims	무슬림
absence	부재
publishers	출판사
percussion	타악기
themes	주제
themes	테마
benefits	혜택
benefits	이득
flows	흐름
herbert	허버트
sponsored	스폰서
sponsored	후원
asks	물어본다
delaware	델라웨어
tail	꼬리
tours	투르
tours	투어
stable	안정화
stable	안정환
stable	안정적
stable	안정
decides	결심
vessel	선박
identification	증명
identification	식별
identification	신분증
delta	삼각주
delta	델타
writes	쓰기
volunteers	자원봉사자
volunteers	자원봉사
volunteers	봉사자
reply	답장
reply	응답
reply	답글
reply	답변
luke	루가
luke	루크
grave	무덤
hearing	청각
mall	쇼핑몰
penalty	페널티
solutions	해결책
solutions	솔루션
secure	보안
steven	스티븐스
steven	스티븐
sole	발바닥
architects	건축가
characteristics	특성
characteristics	특징
falling	떨어지고
falling	떨어지는
spin	스핀
clinton	클린턴
select	선택하기
select	선택
metric	지표
surviving	생존
surviving	살아남은
standings	순위
biological	생물학
harold	해롤드
harold	해럴드
norfolk	노퍽
acoustic	어쿠스틱
posts	게시글
posts	게시물
adaptation	적응
greg	그레그
greg	그렉
reporter	기자
reporter	리포터
scholarship	장학금
exit	종료
exit	출구
exit	나가기
exit	끝내기
inquiry	문의
dual	듀얼
belt	벨트
mathematical	수학
submission	제출
crowd	군중
tourist	관광객
mystery	미스테리
mystery	미스터리
walking	걷고
walking	워킹
walking	걷는다
walking	걷기
voters	유권자
rifle	소총
component	컴포넌트
component	구성요소
civilian	민간
civilian	민간인
partial	부분적
partial	부분
birthday	생일
christians	기독교인
denver	덴버
researchers	연구자
researchers	연구원
partly	부분적으로
photographer	사진사
photographer	사진관
photographer	포토그래퍼
photographer	사진작가
runtime	런타임
obama	오바마
clock	시계
clock	클럭
violin	바이올린
highways	고속도로
holiday	휴일
holiday	명절
holiday	연휴
holiday	홀리데이
holiday	휴가
holiday	공휴일
distinction	구별
artwork	아트워크
artwork	삽화
artwork	예술작품
makeup	화장
makeup	메이크업
farmers	농부
guideline	가이드라인
struggle	투쟁
options	옵션
procedure	절차
procedure	시술
jacob	제이콥
jacob	야곱
transition	전이
anglo	앵글로
legacy	레거시
relationships	연애
relationships	관계
libraries	라이브러리
libraries	도서관
speakers	스피커
grades	성적
hudson	허드슨
administrators	운영자
administrators	관리자
citizen	시민
citizen	시티즌
dogs	개들
nepal	네팔
intersection	교차
intersection	교차점
intersection	교차로
reveals	드러낸다
disputes	분쟁
overseas	해외로
overseas	해외
perry	페리
ruling	판결
wells	웰스
ultimate	얼티밋
ranks	계급
retail	소매
vermont	버몬트
download	다운로드
trusted	신뢰
appointment	약속
appointment	예약
ballet	발레
ballet	발레단
anywhere	어디든
anywhere	아무데나
sand	모래
sand	모래시계
angle	각도
angle	앵글
sessions	세션
recreation	레크리에이션
wearing	입고
accessible	접근
ralph	랄프
ralph	랠프
thread	스레드
thread	대화
spend	지출
ninth	아홉번째
arrest	체포
trials	재판
mines	광산
mines	지뢰
injuries	부상
rounds	라운드
competitive	경쟁
competitive	경쟁력
opportunities	기회
meetings	회의
meetings	미팅
commented	댓글
woods	우즈
exercise	운동
jacques	자크
objective	목적
objective	목표
preferred	선호
resort	휴양지
resort	리조트
venezuela	베네수엘라
segment	세그먼트
studying	공부하기
studying	공부
edwards	에드워즈
aim	조준
dancing	댄싱
dancing	춤추는
eagles	이글스
continuous	지속
continuous	연속
spider	거미
spider	스파이더
heroes	영웅
heroes	히어로
heroes	히어로즈
rocks	바위
bed	침대
gap	간격
reflect	반영
mars	마스
mars	화성
cooperation	협력
gothic	고딕
protest	시위
protest	항의
hunting	사냥
frequent	잦은
frequent	자주
conversion	변환
conversion	전환
stress	스트레스
manufacturers	제조업체
manufacturers	제조업자
traditionally	전통적으로
jose	조제
adventures	어드벤처
adventures	모험
tiger	호랑이
tiger	타이거
totally	완전히
concentration	농도
rocket	로켓
electricity	전력
electricity	전기
shadow	섀도우
shadow	섀도
shadow	그림자
boxing	복싱
stanford	스탠퍼드
stanford	스탠포드
machines	머신
machines	기계
clearer	선명하게
jury	배심원
calendar	달력
calendar	캘린더
noble	귀족
noble	노블
tommy	토미
guilty	유죄
leo	리오
leo	사자자리
leo	레오
handle	손잡이
handle	핸들
extinct	사멸
extinct	멸종
shares	주식
shares	공유
manufacturer	제조업체
manufacturer	제조사
implementation	구현
truck	트럭
item	항목
item	품목
item	아이템
load	로드
load	로딩
customers	고객
adds	추가
spaces	공간
spaces	공백
orphaned	고립
ferry	페리
prefer	선호
push	밀어
push	푸시
lie	거짓말
berkeley	버클리
madison	매디슨
throne	왕좌
throne	왕위
lion	라이온
lion	사자
promoting	홍보
saudi	사우디아
serial	직렬
serial	시리얼
abroad	해외로
abroad	해외
rogers	로저스
lights	불빛
lights	조명
grandfather	할아버지
grandfather	외할아버지
gauge	궤간
concerts	연주회
concerts	콘서트
reads	읽기
uniform	유니폼
computers	컴퓨터
brisbane	브리즈번
flower	꽃이
flower	플라워
thai	태국
thai	태국어
thai	타이
disaster	재난
survive	생존
survive	살아남기
clothing	의류
sharp	샤프
sharp	예리
publicly	공개적으로
meat	고기
literally	말그대로
spam	스팸
moral	도덕
partially	부분적으로
lawyers	변호사
interviews	인터뷰
radar	레이더
spending	지출
grove	그로브
tea	홍차
elite	엘리트
bright	밝아
bright	밝고
bright	밝은
bright	밝게
improving	개선하기
improving	개선
heaven	하늘
heaven	천국
athlete	운동선수
athlete	육상선수
answers	답변
answers	대답
ted	테드
consumer	소비
consumer	소비자
exclusive	독점
exclusive	단독
allies	연합군
allies	연합국
mechanism	메커니즘
helen	헬렌
mini	미니
casualties	사상자
diseases	질병
rhythm	리듬
catch	캐치
poll	설문
deck	갑판
newcastle	뉴캐슬
antarctic	남극
ranges	범위
listings	품목
ordinary	평범
insects	곤충
suffering	고통
flash	플래시
worship	예배
worship	숭배
worship	경배
boundaries	경계
blind	블라인드
interstate	주간고속도로
patterns	패턴
arrangement	편곡
globe	글로브
honours	명예
gilbert	길버트
applies	적용
applies	적용됩니다
applies	적용된다
gradually	점차
youngest	막내
experiment	실험
radical	급진주의
gov	정부
legs	다리
opponent	상대
opponent	상대편
opponent	상대성
diameter	직경
diameter	지름
supplies	용품
supplies	공급
pitch	피치
utility	유틸리티
plenty	넉넉한
germans	독일인
seal	물개
gregory	그레고리
gregory	그레고리우스
concepts	컨셉
concepts	개념
sword	도검
purple	보라색
purple	자주색
virus	바이러스
populations	인구
bull	황소
presents	선물
holland	홀랜드
bias	편견
bias	편향
merger	합병
remote	리모콘
remote	원격
remote	리모컨
messages	메시지
rebellion	반란
premiere	시사회
physician	의사
victim	희생자
victim	피해자
cloud	클라우드
cloud	구름
angels	천사
angels	천사들
noise	소음
noise	잡음
duo	듀오
beer	맥주
copper	구리
jurisdiction	관할권
implemented	구현
improvements	향상
improvements	개선
ski	스키
loop	루프
loop	반복
drum	드럼
dramatic	극적
talks	회담
earthquake	지진
earthquake	대지진
hat	모자
requirement	요구사항
tanks	탱크
tanks	전차
presidents	회장
presidents	대통령
min	민아
min	민지
min	민수
eat	먹기
eat	먹어
graphics	그래픽
graphics	그래픽스
coffee	커피
batting	타격
batting	타자
destroy	파괴
connections	커넥션
connections	연결
rush	러쉬
playstation	플레이스테이션
outcome	결과
apartment	아파트
cardinals	추기경
fill	채워
fill	채우기
traditions	전통
copyrighted	저작권
thin	얇은
resolved	해결되었습니다
shield	방패
lowest	최저
fighters	파이터스
fighters	파이터
fighters	파이터즈
ivan	이반
bosnia	보스니아
violent	폭력적인
violent	폭력적
caption	자막
caption	문구
caption	설명
harbour	항구
harbour	하버
postal	우편
collective	집단
liberation	해방
devil	악마
sultan	술탄
rider	라이더
amazon	아마존
florence	플로렌스
florence	피렌체
marc	마르크
marc	마크
arnold	아르놀트
contents	목차
contents	콘텐츠
contents	내용
genetic	유전자
somerset	서머싯
locally	국소
milk	우유
milk	밀크
romance	연애
romance	로맨스
failing	실패
mason	메이슨
pete	피터
pete	피트
advisory	경보
advisory	자문
arbitration	중재
interface	인터페이스
default	기본값
default	기본
lifetime	평생
sheffield	셰필드
departure	출발
departure	출국
hindi	힌디어
mistake	실수
remainder	나머지
murdered	살해
murdered	살인
sleep	수면
mythology	신화
confusion	혼란
confusion	혼돈
confusion	혼동
therapy	치료법
therapy	치료
occasion	행사
assisted	원호
possession	소지
graphic	그래픽
milwaukee	밀워키
anonymous	익명
soap	비누
lisa	리사
northwestern	노스웨스턴
northwestern	북서
northwestern	북서부
playoffs	플레이오프
boss	사장님
boss	보스
quoted	인용
quoted	인용된
poster	포스터
rebounds	리바운드
venture	벤처
worse	악화
instructions	지침
instructions	지시
instructions	안내
tables	테이블
leaf	나뭇잎
leaf	리프
shoot	촬영
restaurants	음식점
restaurants	레스토랑
restaurants	식당
errors	오류
enjoyed	즐겼다
rocky	록키
rocky	로키
shakespeare	셰익스피어
immigration	이민
immigration	이민호
mirror	거울
mirror	미러
certified	자격증
assets	자산
sitting	앉은
tournaments	토너먼트
syndrome	증후군
forty	마흔
journalism	저널리즘
upload	업로드
towers	타워
hospitals	병원
essex	에식스
wellington	웰링턴
ideal	아이디얼
ideal	이상
sharing	공유
labels	레이블
labels	라벨
leonard	레오나드
leonard	레너드
posting	게시
posting	포스팅
harvey	하비
hello	여보세요
hello	헬로
rabbi	랍비
hardware	하드웨어
ensemble	앙상블
monster	괴물
monster	몬스터
monster	괴물이
pitcher	투수
emphasis	강조
recovery	복구
recovery	회복
respond	응답
respond	응답하라
organic	유기적
exposure	노출
thoughts	생각
autonomous	자치구
wallace	월리스
throw	던지기
monday	월요일부터
monday	월요
monday	먼데이
monday	월요일
kid	키드
guidance	복음
delivery	게재
delivery	배송
delivery	배달
joan	조앤
slave	노예
slave	노예제
feedback	피드백
feedback	의견
columbus	콜롬버스
columbus	콜럼버스
manage	관리하기
manage	관리
printing	프린팅
printing	인쇄
printing	프린터
variable	변광성
variable	변수
parameters	매개변수
reed	리드
celtic	켈트
celtic	셀틱
searching	검색
switch	스위치
switch	전환
switch	바꾸기
ties	넥타이
tube	튜브
otto	오토
debt	채무
debt	부채
outdoor	실외
outdoor	야외
eligible	자격
experts	전문가들
experts	전문가
expensive	비싼
expensive	비싸다
gospel	복음
gospel	복음주의
gospel	복음서
campaigns	캠페인
feelings	감정
bath	목욕탕
bath	바스
bath	목욕
bath	욕조
venice	베네치아
venice	베니스
cats	고양이
variations	변수
connecting	연결
flood	대홍수
flood	홍수
custom	커스텀
custom	맞춤
touchdown	터치다운
profession	직업
layout	배치
layout	레이아웃
sony	소니
competitors	경쟁자
competitors	경쟁사
phillips	필립스
reservoir	저수지
artificial	인조
artificial	인공
prague	프라하
faces	얼굴
faces	얼굴들
dreams	드림
suburb	교외
understood	이해
specialized	전문
chorus	합창
chorus	코러스
dependent	종속
restrictions	제한
